time/days,B.S,nostoc,total
0.000694444444444444,0.00152183079892709,0.00147866316859281,0.00300049396751991
0.00138888888888889,0.00304445448976403,0.00295736890127014,0.00600182339103417
0.00208333333333333,0.00456786799910126,0.00443611758258149,0.00900398558168275
0.00277777777777778,0.00609206826810832,0.0059149095959308,0.0120069778640391
0.00347222222222222,0.00761705225246378,0.0073937453235764,0.0150107975760402
0.00416666666666667,0.00914281692228552,0.00887262514663096,0.0180154420689165
0.00486111111111111,0.0106693592620614,0.0103515494450615,0.0210209087071229
0.00555555555555556,0.0121966762705802,0.0118305185976897,0.0240271948682699
0.00625,0.0137247649608632,0.0133095329821916,0.0270342979430548
0.00694444444444444,0.0152536223600954,0.0147885929750981,0.0300422153351936
0.00763888888888889,0.0167832455095582,0.0162676989517952,0.0330509444613534
0.00833333333333333,0.0183136314645611,0.017746851286524,0.0360604827510851
0.00902777777777778,0.019844777294375,0.0192260503523813,0.0390708276467563
0.00972222222222222,0.0213766800821651,0.0207052965213195,0.0420819766034846
0.0104166666666667,0.0229093369249239,0.0221845901641477,0.0450939270890715
0.0111111111111111,0.0244427449334055,0.0236639316505314,0.0481066765839369
0.0118055555555556,0.0259769012320594,0.0251433213489935,0.0511202225810529
0.0125,0.027511802958965,0.0266227596269144,0.0541345625858793
0.0131944444444444,0.0290474472657661,0.0281022468505328,0.0571496941162989
0.0138888888888889,0.0305838313176062,0.0295817833849465,0.0601656147025527
0.0145833333333333,0.0321209522930639,0.0310613695941124,0.0631823218871763
0.0152777777777778,0.0336588073840884,0.0325410058408477,0.0661998132249361
0.0159722222222222,0.0351973937959357,0.0340206924868305,0.0692180862827662
0.0166666666666667,0.0367367087471047,0.0355004298926004,0.0722371386397052
0.0173611111111111,0.0382767494692744,0.0369802184175595,0.0752569678868339
0.0180555555555556,0.0398175132072402,0.038460058419973,0.0782775716272132
0.01875,0.0413589972188518,0.0399399502569701,0.0812989474758218
0.0194444444444444,0.0429011987749503,0.0414198942845449,0.0843210930594952
0.0201388888888889,0.0444441151593067,0.0428998908575575,0.0873440060168642
0.0208333333333333,0.0459877436685596,0.0443799403297348,0.0903676839982944
0.0215277777777778,0.0475320816121539,0.0458600430536713,0.0933921246658252
0.0222222222222222,0.0490771263122798,0.0473401993808306,0.0964173256931104
0.0229166666666667,0.0506228751038119,0.0488204096615459,0.0994432847653578
0.0236111111111111,0.0521693253342484,0.0503006742450217,0.10246999957927
0.0243055555555556,0.0537164743636514,0.0517809934793342,0.105497467842986
0.025,0.0552643195645863,0.0532613677114333,0.10852568727602
0.0256944444444444,0.0568128583220627,0.0547417972871429,0.111554655609206
0.0263888888888889,0.0583620880334746,0.0562222825511628,0.114584370584637
0.0270833333333333,0.0599120061085418,0.0577028238470696,0.117614829955611
0.0277777777777778,0.0614626099692507,0.0591834215173182,0.120646031486569
0.0284722222222222,0.0630138970497962,0.0606640759032428,0.123677972953039
0.0291666666666667,0.0645658647965232,0.0621447873450584,0.126710652141582
0.0298611111111111,0.0661185106678691,0.0636255561818623,0.129744066849731
0.0305555555555556,0.0676718321343056,0.0651063827516353,0.132778214885941
0.03125,0.069225826678282,0.0665872673912431,0.135813094069525
0.0319444444444444,0.0707804917941679,0.068068210436438,0.138848702230606
0.0326388888888889,0.0723358249881963,0.0695492122218599,0.141885037210056
0.0333333333333333,0.0738918237784072,0.0710302730810382,0.144922096859445
0.0340277777777778,0.0754484856945917,0.0725113933463934,0.147959879040985
0.0347222222222222,0.0770058082782356,0.0739925733492382,0.150998381627474
0.0354166666666667,0.0785637890824641,0.0754738134197794,0.154037602502243
0.0361111111111111,0.0801224256719864,0.0769551138871194,0.157077539559106
0.0368055555555556,0.0816817156230404,0.0784364750792579,0.160118190702298
0.0375,0.083241656523338,0.0799178973230935,0.163159553846432
0.0381944444444444,0.0848022459720107,0.0813993809444253,0.166201626916436
0.0388888888888889,0.086363481579555,0.0828809262679546,0.16924440784751
0.0395833333333333,0.0879253609677785,0.0843625336172868,0.172287894585065
0.0402777777777778,0.0894878817697463,0.085844203314933,0.175332085084679
0.0409722222222222,0.0910510416297274,0.0873259356823116,0.178376977312039
0.0416666666666667,0.0926148382031413,0.0888077310397504,0.181422569242892
0.0423611111111111,0.0941792691565053,0.0902895897064881,0.184468858862993
0.0430555555555556,0.0957443321673817,0.0917715120006766,0.187515844168058
0.04375,0.0973100249243252,0.0932534982393821,0.190563523163707
0.0444444444444444,0.098876345126831,0.0947355487385877,0.193611893865419
0.0451388888888889,0.100443290485283,0.0962176638131947,0.196660954298477
0.0458333333333333,0.1020108587209,0.0976998437770251,0.199710702497925
0.0465277777777778,0.103579047565689,0.0991820889428228,0.202761136508512
0.0472222222222222,0.10514785476239,0.100664399622256,0.205812254384646
0.0479166666666667,0.106717278064424,0.10214677612592,0.208864054190344
0.0486111111111111,0.108287315235848,0.103629218763337,0.211916533999185
0.0493055555555556,0.109857964051298,0.10511172784296,0.214969691894258
0.05,0.111429222295944,0.106594303672174,0.218023525968117
0.0506944444444444,0.113001087765437,0.108076946557298,0.221078034322734
0.0513888888888889,0.11457355826586,0.109559656803588,0.224133215069448
0.0520833333333333,0.11614663161368,0.111042434715238,0.227189066328918
0.0527777777777778,0.117720305635696,0.112525280595382,0.230245586231078
0.0534722222222222,0.119294578168993,0.114008194746097,0.23330277291509
0.0541666666666667,0.12086944706089,0.115491177468405,0.236360624529295
0.0548611111111111,0.122444910168896,0.116974229062274,0.23941913923117
0.0555555555555556,0.124020965360657,0.118457349826621,0.242478315187278
