time/days,f_i of nostoc,C,N,P
28.9972222222222,0.142311745100153,0.999385221889688,0.142314806689555,0.466558990893621
28.9979166666667,0.142311746479385,0.999385239141271,0.142314808072765,0.46655746516111
28.9986111111111,0.142311747858018,0.999385256391499,0.142314809455375,0.466555939444384
28.9993055555556,0.142311749236052,0.999385273640371,0.142314810837385,0.466554413743447
29,0.142311750613488,0.999385290887888,0.142314812218794,0.466552888058302
29.0006944444444,0.142311751990325,0.999385308134049,0.142314813599602,0.466551362388953
29.0013888888889,0.142311753366564,0.999385325378855,0.142314814979811,0.466549836735403
29.0020833333333,0.142311754742205,0.999385342622306,0.142314816359421,0.466548311097655
29.0027777777778,0.142311756117248,0.999385359864402,0.142314817738431,0.466546785475714
29.0034722222222,0.142311757491695,0.999385377105144,0.142314819116842,0.466545259869582
29.0041666666667,0.142311758865544,0.999385394344531,0.142314820494654,0.466543734279264
29.0048611111111,0.142311760238796,0.999385411582563,0.142314821871867,0.466542208704762
29.0055555555556,0.142311761611451,0.999385428819242,0.142314823248483,0.466540683146081
29.00625,0.142311762983511,0.999385446054566,0.1423148246245,0.466539157603223
29.0069444444444,0.142311764354974,0.999385463288537,0.142314825999919,0.466537632076192
29.0076388888889,0.142311765725841,0.999385480521153,0.142314827374741,0.466536106564992
29.0083333333333,0.142311767096113,0.999385497752417,0.142314828748966,0.466534581069627
29.0090277777778,0.14231176846579,0.999385514982326,0.142314830122594,0.466533055590099
29.0097222222222,0.142311769834872,0.999385532210883,0.142314831495624,0.466531530126413
29.0104166666667,0.142311771203358,0.999385549438086,0.142314832868059,0.466530004678571
29.0111111111111,0.142311772571251,0.999385566663937,0.142314834239897,0.466528479246577
29.0118055555556,0.142311773938549,0.999385583888434,0.142314835611139,0.466526953830435
29.0125,0.142311775305253,0.99938560111158,0.142314836981786,0.466525428430148
29.0131944444444,0.142311776671363,0.999385618333372,0.142314838351837,0.46652390304572
29.0138888888889,0.14231177803688,0.999385635553813,0.142314839721293,0.466522377677154
29.0145833333333,0.142311779401803,0.999385652772901,0.142314841090154,0.466520852324454
29.0152777777778,0.142311780766134,0.999385669990637,0.14231484245842,0.466519326987623
29.0159722222222,0.142311782129872,0.999385687207022,0.142314843826092,0.466517801666665
29.0166666666667,0.142311783493018,0.999385704422055,0.142314845193169,0.466516276361582
29.0173611111111,0.142311784855571,0.999385721635736,0.142314846559653,0.466514751072379
29.0180555555556,0.142311786217532,0.999385738848066,0.142314847925543,0.46651322579906
29.01875,0.142311787578902,0.999385756059045,0.14231484929084,0.466511700541626
29.0194444444444,0.14231178893968,0.999385773268673,0.142314850655544,0.466510175300083
29.0201388888889,0.142311790299867,0.99938579047695,0.142314852019655,0.466508650074433
29.0208333333333,0.142311791659464,0.999385807683877,0.142314853383173,0.466507124864681
29.0215277777778,0.142311793018469,0.999385824889453,0.142314854746099,0.466505599670828
29.0222222222222,0.142311794376884,0.999385842093678,0.142314856108432,0.466504074492879
29.0229166666667,0.142311795734709,0.999385859296554,0.142314857470174,0.466502549330838
29.0236111111111,0.142311797091944,0.999385876498079,0.142314858831324,0.466501024184708
29.0243055555556,0.14231179844859,0.999385893698254,0.142314860191883,0.466499499054492
29.025,0.142311799804646,0.99938591089708,0.142314861551851,0.466497973940193
29.0256944444444,0.142311801160113,0.999385928094556,0.142314862911228,0.466496448841816
29.0263888888889,0.142311802514991,0.999385945290683,0.142314864270015,0.466494923759363
29.0270833333333,0.142311803869281,0.999385962485461,0.142314865628211,0.466493398692839
29.0277777777778,0.142311805222982,0.999385979678889,0.142314866985817,0.466491873642246
29.0284722222222,0.142311806576095,0.999385996870969,0.142314868342834,0.466490348607588
29.0291666666667,0.142311807928621,0.9993860140617,0.142314869699261,0.466488823588868
29.0298611111111,0.142311809280558,0.999386031251082,0.142314871055098,0.46648729858609
29.0305555555556,0.142311810631909,0.999386048439116,0.142314872410347,0.466485773599258
29.03125,0.142311811982672,0.999386065625801,0.142314873765007,0.466484248628375
29.0319444444444,0.142311813332849,0.999386082811139,0.142314875119078,0.466482723673443
29.0326388888889,0.142311814682439,0.999386099995128,0.142314876472561,0.466481198734468
29.0333333333333,0.142311816031442,0.99938611717777,0.142314877825456,0.466479673811451
29.0340277777778,0.14231181737986,0.999386134359064,0.142314879177763,0.466478148904397
29.0347222222222,0.142311818727692,0.99938615153901,0.142314880529483,0.466476624013309
29.0354166666667,0.142311820074938,0.99938616871761,0.142314881880616,0.466475099138191
29.0361111111111,0.142311821421599,0.999386185894862,0.142314883231161,0.466473574279045
29.0368055555556,0.142311822767675,0.999386203070767,0.14231488458112,0.466472049435876
29.0375,0.142311824113166,0.999386220245325,0.142314885930493,0.466470524608686
29.0381944444444,0.142311825458073,0.999386237418537,0.142314887279279,0.46646899979748
29.0388888888889,0.142311826802395,0.999386254590402,0.142314888627479,0.46646747500226
29.0395833333333,0.142311828146133,0.999386271760921,0.142314889975094,0.46646595022303
29.0402777777778,0.142311829489288,0.999386288930093,0.142314891322123,0.466464425459794
29.0409722222222,0.142311830831859,0.99938630609792,0.142314892668567,0.466462900712555
29.0416666666667,0.142311832173847,0.9993863232644,0.142314894014426,0.466461375981315
29.0423611111111,0.142311833515252,0.999386340429535,0.1423148953597,0.46645985126608
29.0430555555556,0.142311834856074,0.999386357593324,0.14231489670439,0.466458326566852
29.04375,0.142311836196313,0.999386374755768,0.142314898048496,0.466456801883634
29.0444444444444,0.14231183753597,0.999386391916867,0.142314899392017,0.46645527721643
29.0451388888889,0.142311838875046,0.999386409076621,0.142314900734956,0.466453752565243
29.0458333333333,0.142311840213539,0.999386426235029,0.14231490207731,0.466452227930078
29.0465277777778,0.142311841551452,0.999386443392093,0.142314903419082,0.466450703310936
29.0472222222222,0.142311842888782,0.999386460547813,0.14231490476027,0.466449178707822
