0.000000000000000000e+00
6.541666666666666741e-01
7.577777777777777724e-01
1.685000000000000053e+00
2.705833333333333535e+00
3.669722222222222108e+00
4.871111111111111391e+00
5.764444444444444038e+00
6.733611111111111214e+00
7.752500000000000391e+00
8.840555555555555500e+00
9.753611111111110787e+00
1.069944444444444365e+01
1.163916666666666622e+01
1.260361111111111043e+01
1.357277777777777850e+01
1.459416666666666629e+01
1.557833333333333314e+01
1.663749999999999929e+01
1.766666666666666785e+01
1.859583333333333499e+01
1.960972222222222072e+01
2.074388888888888971e+01
2.171888888888888758e+01
2.269527777777777899e+01
2.366722222222222172e+01
